,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
50,Armene,Greek,https://en.wikipedia.org//wiki/Armene,42°02′57″N,35°02′31″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Paphlagonia.jpg,"Armene (Ancient Greek: Ἀρμένη[1] or Ἁρμένη or Ἀρμήνη[2]) was an ancient Greek city[3] on the Black Sea coast of ancient Paphlagonia.[4][1] Xenophon in his Anabasis writes that the Ten Thousand on their return anchored their ships here, and stayed five days.[2] The place belonged to the Sinopians. It was 50 stadia west of Sinope, and had a port.[5] A small river, named Ochosbanes by Marcian of Heraclea,[6] and named also Ochthomanes in the Anonymous Periplus, and Ocheraenus in the Periplus of Pseudo-Scylax, falls into the harbour.
"
51,Arneae,Greek,https://en.wikipedia.org//wiki/Arneae,36°26′31″N,29°52′17″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg/643px-Map_of_Lycia%2C_from_Travels_in_Lycia%2C_Milyas%2C_and_the_Cibyratis%2C_in_company_with_the_late_Rev._E._T._Daniell.jpg,"Arneae or Arneai (Ancient Greek: Ἀρνεαί) was a small city of ancient Lycia mentioned by Capito in his Isaurica.[1] It is located near Ernes,[2] in the interior of Lycia where archaeological remains have been found.
"
52,Arsuz,Greek,https://en.wikipedia.org//wiki/Arsuz,36°24′46″N,35°53′12″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Arsuz (Arabic: أرسوز‎, Greek: Αρσούς), also known as Uluçınar, is a municipality in Hatay Province, southern Anatolia (Asian Turkey). In the ancient times, it was known as Rhosus (Ancient Greek: Ῥῶσός and Ῥωσός[1]) and was a former bishopric and titular see.
"
53,Aspendos,Greek,https://en.wikipedia.org//wiki/Aspendos,36°56′20″N,31°10′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Aspendos_Amphitheatre.jpg/800px-Aspendos_Amphitheatre.jpg,"Aspendos or Aspendus (Pamphylian: ΕΣΤϜΕΔΥΣ; Attic: Ἄσπενδος) was an ancient Greco-Roman city in Antalya province of Turkey. The site is located 7 kilometres (4.3 mi) northeast of central Serik.
"
54,Assesos,Greek,https://en.wikipedia.org//wiki/Assesos,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Parthenon_%2830276156187%29.jpg/800px-Parthenon_%2830276156187%29.jpg,"Assesos or Assesus (Ancient Greek: Ἀσσησός) was a small ancient Greek town in the region of Caria in Asia Minor, near Miletus, and the site of a sanctuary of Athena (Ancient Greek: Ἀσσησία Ἀθηνᾶ).[1][2][3] It is mentioned by Herodotus in his Histories (I.18–23) in the context of an episode during the war between the Lydians under Sadyattes and the Milesians in the late 7th century BC, when Lydian troops destroyed the sanctuary with fire. Herodotus also writes that after the peace between the two enemies the Alyattes of Lydia built two temples dedicated to Athena at the city.[4]
"
55,Assos,Greek,https://en.wikipedia.org//wiki/Assos,39°29′16″N,26°20′13″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Tuerkei-7460-PS87-PS88.jpg/800px-Tuerkei-7460-PS87-PS88.jpg,"Assos (/ˈæsɒs/; Greek: Ἄσσος, Latin: Assus), also known as Behramkale or for short Behram, is a small historically rich town in the Ayvacık district of the Çanakkale Province, Turkey. During Pliny the Elder's time (1st century CE), the city also bore the name Apollonia (Ἀπολλωνία).[1]
"
56,Astacus (Bithynia),Greek,https://en.wikipedia.org//wiki/Astacus_(Bithynia),40°42′52″N,29°55′44″E,,"Astacus /ˈæstəkəs/ (Greek Ἀστακός Βιθυνίας) is an ancient city in Bithynia; it was also called Olbia /ˈɒlbiə/. Stephanus of Byzantium records  an aetiological myth that it was founded by Astacus, son of Poseidon and the nymph Olbia. 
"
57,Atarneus,Greek,https://en.wikipedia.org//wiki/Atarneus,39°05′29″N,26°55′15″E,,"Atarneus (/əˈtɑːrniəs/; Ancient Greek: Ἀταρνεύς), also known as Atarna (Ἄταρνα)[1] and Atarneites (Ἀταρνείτης),[2] was an ancient Greek city in the region of Aeolis, Asia Minor. It lies on the mainland opposite the island of Lesbos. It was on the road from Adramyttium to the plain of the Caicus.[3] Its territory was called the Atarneitis.
"
58,Athena relief of Sömek,Greek,https://en.wikipedia.org//wiki/Athena_relief_of_S%C3%B6mek,36°36′16″N,34°04′51″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/AthenaS%C3%B6mek1.jpg/400px-AthenaS%C3%B6mek1.jpg,"The Athena relief of Sömek is a Greco-Roman rock relief, located some two kilometres north of the village of Sömek in Silifke district of Mersin province in Turkey, near the valley of the Limonlu river, the ancient Lamos. In antiquity, the river formed the border between ""Rugged Cilicia"" (Kilikia Tracheia) in the west and ""Flat Cilicia"" (Kilikia Pedias) in the east.
"
59,Athenae (Pontus),Greek,https://en.wikipedia.org//wiki/Athenae_(Pontus),41°10′52″N,40°53′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Heinrich_Kiepert._Asia_citerior.Pontus.jpg/800px-Heinrich_Kiepert._Asia_citerior.Pontus.jpg,"Athenae or Athenai (Ancient Greek: Ἀθῆναι) was a city and port of ancient Pontus,[1] with a Greek temple of Athena.[2] According to Arrian, it was 180 stadia east of the river Adienus, and 280 stadia west of Apsarus.[3] Procopius writes that the name of the village came from a certain woman named Athenaea (Ancient Greek: Ἀθηναία) in early times who ruled over the land and not because, as some believe, of colonists from Athens settled there. He also adds that the tomb of the woman was still there.[4]
Arrian speaks of the place as a deserted fort, but Procopius describes it as a populous place in his time.[5] Konrad Mannert assumes it to be the same place as the Odeinius of the Periplus of Pseudo-Scylax.[6]
"
60,Attuda,Greek,https://en.wikipedia.org//wiki/Attuda,37°50′32″N,28°48′21″E,,"Attuda or Attouda (Ancient Greek: Ἄττουδα) was a Hellenistic city in ancient Caria and later in the Roman province of Phrygia Pacatiana. There are coins of the place with the Greek epigraph Ἱερὰ Βουλὴ Ἀττουδέων, of the time of Augustus and later. The coins show that the Men Carus was worshipped there.[1]
"
61,Aulae (Cilicia),Greek,https://en.wikipedia.org//wiki/Aulae_(Cilicia),36°48′40″N,34°42′07″E,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Heinrich_Kiepert._Asia_citerior.Cilicia.jpg/800px-Heinrich_Kiepert._Asia_citerior.Cilicia.jpg,"Aulae or Aulai (Ancient Greek: Αὐλαί) was a town in ancient Cilicia, and now is an archaeological site close to Mersin, Turkey.
"
62,Aydın,Greek,https://en.wikipedia.org//wiki/Ayd%C4%B1n,37°50′53″N,27°50′43″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Tetrapylon_-_Aphrodisias_%287471662848%29.jpg/800px-Tetrapylon_-_Aphrodisias_%287471662848%29.jpg,"Aydın (// EYE-din; Turkish: [ˈajdɯn]; formerly named Güzelhisar), Ancient and Modern Greek Τράλλεις /Tralleis/, is a city in and the seat of Aydın Province in Turkey's Aegean Region. The city is located at the heart of the lower valley of Büyük Menderes River (ancient Meander River) at a commanding position for the region extending from the uplands of the valley down to the seacoast. Its population was 207,554 in 2014.[3] 
Aydın city is located along a region which was famous for its fertility and productivity since ancient times. Figs remain the province's best-known crop, although other agricultural products are also grown intensively and the city has some light industry.
"
63,Balbura (Lycia),Greek,https://en.wikipedia.org//wiki/Balbura_(Lycia),36°57′19″N,29°34′52″E,,"Balbura or Balboura (Ancient Greek: Βάλβουρα) was a town of ancient Lycia, the site of which is at Çölkayiği. The acropolis hill is about 90 metres above the plain of Katara, and the plain is 1,500 feet (460 m) above the level of the sea. The ruins occupy a considerable space on both sides of the stream. There are two theatres at Balbura; one is on the south side of the acropolis hill, and the other is in a hollow in the front of the mountain on the south side of the stream: the hollow in the mountain formed the cavea. There are also remains of several temples at Katara; and of Christian churches. The ethnic name Βαλβουρεύς occurs on two inscriptions at least at Katara. The site was discovered by Hoskyn and Forbes. Balbura was part of a district called Cabalia,[1] named Cabalis by Strabo with two other cities, Bubon and Oenoanda.
"
64,Bargylia,Greek,https://en.wikipedia.org//wiki/Bargylia,37°12′00″N,27°34′32″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Bargylia (/ˌbɑːrˈdʒɪliə/; Ancient Greek: Βαργυλία), was a city on the coast of ancient Caria in southwestern Anatolia (modern-day Turkey) between Iasos and Myndus. Bargylia's location corresponds to the modern Turkish town of Boğaziçi in Muğla Province.
"
65,Bathonea,Greek,https://en.wikipedia.org//wiki/Bathonea,41°02′01″N,28°44′02″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thraciae-veteris-typvs.jpg/780px-Thraciae-veteris-typvs.jpg,"Bathonea (Ancient Greek: Βαθονεία) is a long-lost ancient Greek city that was located on the European shore of the sea of Marmara, 20 km west from Istanbul in Turkey.[1][2]
"
66,Beçin,Greek,https://en.wikipedia.org//wiki/Be%C3%A7in,37°16′30″N,27°47′21″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Becin_5237.jpg/800px-Becin_5237.jpg,"Beçin (also known as Berçin or Peçin) was a historical fort in Turkey.
"
67,Bergama,Greek,https://en.wikipedia.org//wiki/Bergama,39°07′N,27°11′E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Bergama%2C_Turkey.jpg/800px-Bergama%2C_Turkey.jpg,"Bergama is a populous district, as well as the center city of the same district, in İzmir Province in western Turkey. By excluding İzmir's metropolitan area, it is one of the prominent districts of the province in terms of population and is largely urbanized at the rate of 53.6%. Bergama center is situated at a distance of 118 km (73 mi) to the north from the point of departure of the traditional center of İzmir (Konak Square in Konak, İzmir) and lies at a distance of 27 km (17 mi) inland from the nearest seacoast at the town of Dikili to its west. Bergama district area neighbors the areas of three districts of Balıkesir Province to its north, namely Ayvalık, Burhaniye and İvrindi, İzmir Province district of Kınık and Manisa Province district of Soma, Manisa to its east, while to the south it is bordered by the central provincial of Manisa and two other İzmir Province districts along the coast that are Aliağa and Dikili from its south towards its west. The district area's physical features are determined by the alluvial plain of Bakırçay River.
"
68,Beşparmak Mountains,Greek,https://en.wikipedia.org//wiki/Be%C5%9Fparmak_Mountains,37°29′53.19″N,27°31′36.51″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Bafa_Lake_Kapikiri.JPG/800px-Bafa_Lake_Kapikiri.JPG,"Beşparmak Mountains (Latin: Latmus; Ancient Greek: Λάτμος, romanized: Latmos) are a ridge of many spurs located in the Muğla and Aydın provinces of Turkey, running in an east-west direction along the north shore of the former Latmian Gulf[3] on the coast of Caria, which became part of Hellenised Ionia. The city of Latmus, located on the south slopes of Mount Latmus 25 kilometres (16 mi) east of Miletus,[4] was originally a port on the narrow gulf, as reported by Strabo.[5] He also states that Latmus is the same as Mount Phthires in the Catalogue of Trojans.[6]
"
69,Beyşehir,Greek,https://en.wikipedia.org//wiki/Bey%C5%9Fehir,37°41′N,31°44′E,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Tas_Kopru2.JPG/800px-Tas_Kopru2.JPG,"Beyşehir (pronounced [ˈbejʃeˌhiɾ]) is a large town and district of Konya Province in the Akdeniz region of Turkey. The town is located on the southeastern shore of Lake Beyşehir and is marked to the west and the southwest by the steep lines and forests of the Taurus Mountains, while a fertile plain, an extension of the lake area, extends in the southeastern direction. According to 2000 census, the population of the district is 118,144 of which 41,312 live in the town of Beyşehir.[3][4]
"
70,Birecik,Greek,https://en.wikipedia.org//wiki/Birecik,37°01′30″N,37°58′37″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Birecik%2C_Turkey_2009-10-26.jpg/800px-Birecik%2C_Turkey_2009-10-26.jpg,"Birecik (Greek and Latin: Birtha, Βίρθα; Arabic: البيرة‎, romanized: al-Bīrah; Kurdish: Bêrecûk‎,[3] Ottoman Turkish: بيره جك‎), also formerly known as Bir, Biré, Biradjik  and during the Crusades as Bile, is a town and district of Şanlıurfa Province of Turkey, on the River Euphrates.
"
71,Bisanthe,Greek,https://en.wikipedia.org//wiki/Bisanthe,40°59′00″N,27°31′00″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thraciae-veteris-typvs.jpg/780px-Thraciae-veteris-typvs.jpg,"Bisanthe (Ancient Greek: Βισάνθη) was a great city in ancient Thrace, on the coast of the Propontis, which had been founded by the Samians.[1][2][3][4] About 400 BCE, Bisanthe belonged to the kingdom of the Thracian prince Seuthes II.[5] At a later period its name was changed into Raedestum, Rhaedestum or Rhaideston (Ῥαίδεστον), or Raedestus, Rhaedestus or Rhaidestos (Ῥαίδεστος); but when this change took place is unknown. In the 6th century CE, the emperor Justinian did much to restore the city, which seems to have fallen into decay;[6] but after that time it was twice destroyed by the Bulgarians, first in 813,[7] and a second time in 1206.[8] The further history of this city, which was of great importance to Byzantium, was covered by Byzantine historians George Pachymeres and Cantacuzenus. It is generally believed that the town of Resistos or Resisto, mentioned by Pliny the Elder,[9] and in the Antonine Itinerary, is the same as Bisanthe; but Pliny mentions Bisanthe and Resistos as distinct towns.[9] Coins minted by Bisanthe survive.[10] Under the name Rhaedestus, it remains a titular see of the Roman Catholic Church.[11]
"
72,Bodrum,Greek,https://en.wikipedia.org//wiki/Bodrum,37°02′00″N,27°26′00″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Bodrum_castle_3.JPG/800px-Bodrum_castle_3.JPG,"Bodrum (Turkish pronunciation: [ˈbodɾum]) is a district and a port city in Muğla Province, in the southwestern Aegean Region of Turkey. It is located on the southern coast of Bodrum Peninsula, at a point that checks the entry into the Gulf of Gökova, and is also the center of the eponymous district. The city was called Halicarnassus  of Caria in ancient times and was famous for housing the Mausoleum of Mausolus, one of the Seven Wonders of the Ancient World. Built by the Knights Hospitaller in the 15th century, Bodrum Castle overlooks the harbour and the marina. The castle includes a museum of underwater archaeology and hosts several cultural festivals throughout the year. The city had a population of 35,795 in 2012. It takes 50 minutes via boat to reach Kos from Bodrum, with services running multiple times a day by at least three operators.
"
